+ . /home/htang2/toolchain-20251006/toolchain.rc
++ ROOT=/home/htang2/toolchain-20251006
++ export PATH=/home/htang2/toolchain-20251006/bin:/home/htang2/toolchain-20251006/opt/cuda/bin:/usr/games:/usr/local/games:/usr/bin:/usr/sbin:/usr/local/bin:/usr/local/sbin
++ PATH=/home/htang2/toolchain-20251006/bin:/home/htang2/toolchain-20251006/opt/cuda/bin:/usr/games:/usr/local/games:/usr/bin:/usr/sbin:/usr/local/bin:/usr/local/sbin
++ export LD_LIBRARY_PATH=/home/htang2/toolchain-20251006/lib:/home/htang2/toolchain-20251006/lib64:/home/htang2/toolchain-20251006/opt/cuda/lib:/home/htang2/toolchain-20251006/opt/cuda/lib64:/home/htang2/toolchain-20251006/opt/cuda/extras/CUPTI/lib64:
++ LD_LIBRARY_PATH=/home/htang2/toolchain-20251006/lib:/home/htang2/toolchain-20251006/lib64:/home/htang2/toolchain-20251006/opt/cuda/lib:/home/htang2/toolchain-20251006/opt/cuda/lib64:/home/htang2/toolchain-20251006/opt/cuda/extras/CUPTI/lib64:
+ source /home/s2283874/ssast/venvssast/bin/activate
++ deactivate nondestructive
++ '[' -n '' ']'
++ '[' -n '' ']'
++ hash -r
++ '[' -n '' ']'
++ unset VIRTUAL_ENV
++ unset VIRTUAL_ENV_PROMPT
++ '[' '!' nondestructive = nondestructive ']'
++ '[' linux-gnu = cygwin ']'
++ '[' linux-gnu = msys ']'
++ export VIRTUAL_ENV=/home/s2283874/ssast/venvssast
++ VIRTUAL_ENV=/home/s2283874/ssast/venvssast
++ _OLD_VIRTUAL_PATH=/home/htang2/toolchain-20251006/bin:/home/htang2/toolchain-20251006/opt/cuda/bin:/usr/games:/usr/local/games:/usr/bin:/usr/sbin:/usr/local/bin:/usr/local/sbin
++ PATH=/home/s2283874/ssast/venvssast/bin:/home/htang2/toolchain-20251006/bin:/home/htang2/toolchain-20251006/opt/cuda/bin:/usr/games:/usr/local/games:/usr/bin:/usr/sbin:/usr/local/bin:/usr/local/sbin
++ export PATH
++ '[' -n '' ']'
++ '[' -z '' ']'
++ _OLD_VIRTUAL_PS1=
++ PS1='(venvssast) '
++ export PS1
++ VIRTUAL_ENV_PROMPT='(venvssast) '
++ export VIRTUAL_ENV_PROMPT
++ hash -r
+ export TORCH_HOME=../../pretrained_models
+ TORCH_HOME=../../pretrained_models
+ mkdir exp
mkdir: cannot create directory ‘exp’: File exists
+ mkdir slurm_log
mkdir: cannot create directory ‘slurm_log’: File exists
+ librispeech360_dir=/home/s2283874/../../disk/scratch/s2283874/librispeech/train-clean-360
+ librispeech100_dir=/home/s2283874/../../disk/scratch/s2283874/librispeech/train-clean-100
+ '[' '!' -d /home/s2283874/../../disk/scratch/s2283874/librispeech/train-clean-360 ']'
+ mkdir -p /home/s2283874/../../disk/scratch/s2283874/librispeech/
+ echo 'LibriSpeech directory not found. Extracting archive...'
LibriSpeech directory not found. Extracting archive...
+ tar -xzf /home/s2283874/ssast/src/prep_data/librispeech/train-clean-360.tar.gz -C /home/s2283874/../../disk/scratch/s2283874/librispeech/
tar: LibriSpeech/train-clean-360/4238/12895/4238-12895-0043.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-360/480/126336/480-126336-0012.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-360/480/123176/480-123176-0037.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-360/2790/142824/2790-142824-0058.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-360/543/133217/543-133217.trans.txt: Cannot open: File exists
tar: LibriSpeech/train-clean-360/3009/10327/3009-10327-0088.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-360/3370/163384/3370-163384-0018.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-360/5723/43306/5723-43306-0013.flac: Cannot open: File exists
tar: Exiting with failure status due to previous errors
+ tar -xzf /home/s2283874/ssast/src/prep_data/librispeech/train-clean-100.tar.gz -C /home/s2283874/../../disk/scratch/s2283874/librispeech/
tar: LibriSpeech/train-clean-100/2514/149482/2514-149482-0097.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-100/4859/29340/4859-29340-0025.flac: Cannot open: File exists
tar: Exiting with failure status due to previous errors
+ json_file=/home/s2283874/../../disk/scratch/s2283874/librispeech/librispeech_tr360_cut.json
+ json_test_file=/home/s2283874/../../disk/scratch/s2283874/librispeech/librispeech_tr360_cut_test.json
+ '[' '!' -f /home/s2283874/../../disk/scratch/s2283874/librispeech/librispeech_tr360_cut.json ']'
+ '[' '!' -f /home/s2283874/../../disk/scratch/s2283874/librispeech/librispeech_tr360_cut_test.json ']'
+ echo 'JSON file not found. Running prep_librispeech.py...'
JSON file not found. Running prep_librispeech.py...
+ python /home/s2283874/ssast/src/prep_data/librispeech/prep_librispeech.py
find 1k .wav files, time eclipse: 0.0 seconds.
   >> MPG: 0.036, MPC: 2.276, MPMHB: 2.191
Epoch: [40][825/1625]	Per Sample Total Time 0.00660	Per Sample Data Time 0.00289	Per Sample DNN Time 0.00371	Train Loss 6.5992	
   >> MPG: 0.037, MPC: 2.276, MPMHB: 2.281
Epoch: [40][925/1625]	Per Sample Total Time 0.00570	Per Sample Data Time 0.00200	Per Sample DNN Time 0.00370	Train Loss 6.5958	
   >> MPG: 0.037, MPC: 2.287, MPMHB: 2.254
Epoch: [40][1025/1625]	Per Sample Total Time 0.00525	Per Sample Data Time 0.00154	Per Sample DNN Time 0.00370	Train Loss 6.4415	
   >> MPG: 0.036, MPC: 2.254, MPMHB: 2.213
Epoch: [40][1125/1625]	Per Sample Total Time 0.00499	Per Sample Data Time 0.00127	Per Sample DNN Time 0.00372	Train Loss 6.3996	
   >> MPG: 0.036, MPC: 2.215, MPMHB: 2.216
Epoch: [40][1225/1625]	Per Sample Total Time 0.00481	Per Sample Data Time 0.00109	Per Sample DNN Time 0.00371	Train Loss 6.4262	
   >> MPG: 0.036, MPC: 2.262, MPMHB: 2.167
Epoch: [40][1325/1625]	Per Sample Total Time 0.00468	Per Sample Data Time 0.00096	Per Sample DNN Time 0.00371	Train Loss 6.4261	
   >> MPG: 0.035, MPC: 2.207, MPMHB: 2.275
---------------- step 64800 evaluation ----------------
masked acc train: 0.460820
nce loss train: 6.567213
masked acc eval: 0.476693
nce loss eval: 0.038443
# 82, step 64000-64800, lr: 6.250000e-05
# 82, step 64000-64800, training time: 229.465
---------------- evaluation finished ----------------
Epoch: [40][1425/1625]	Per Sample Total Time 0.46609	Per Sample Data Time 0.46259	Per Sample DNN Time 0.00351	Train Loss 6.5138	
   >> MPG: 0.037, MPC: 2.230, MPMHB: 2.250
Epoch: [40][1525/1625]	Per Sample Total Time 0.00849	Per Sample Data Time 0.00477	Per Sample DNN Time 0.00372	Train Loss 6.5296	
   >> MPG: 0.037, MPC: 2.323, MPMHB: 2.192
2026-01-28 20:34:05.030626
Epoch: [41][0/1625]	Per Sample Total Time 0.00634	Per Sample Data Time 0.00264	Per Sample DNN Time 0.00369	Train Loss 6.5144	
   >> MPG: 0.037, MPC: 2.334, MPMHB: 2.170
Epoch: [41][100/1625]	Per Sample Total Time 0.00554	Per Sample Data Time 0.00183	Per Sample DNN Time 0.00371	Train Loss 6.4777	
   >> MPG: 0.036, MPC: 2.249, MPMHB: 2.231
Epoch: [41][200/1625]	Per Sample Total Time 0.00513	Per Sample Data Time 0.00142	Per Sample DNN Time 0.00370	Train Loss 6.4397	
   >> MPG: 0.036, MPC: 2.206, MPMHB: 2.232
Epoch: [41][300/1625]	Per Sample Total Time 0.00488	Per Sample Data Time 0.00118	Per Sample DNN Time 0.00370	Train Loss 6.4199	
   >> MPG: 0.035, MPC: 2.277, MPMHB: 2.212
Epoch: [41][400/1625]	Per Sample Total Time 0.00471	Per Sample Data Time 0.00101	Per Sample DNN Time 0.00370	Train Loss 6.5899	
   >> MPG: 0.036, MPC: 2.364, MPMHB: 2.235
Epoch: [41][500/1625]	Per Sample Total Time 0.00459	Per Sample Data Time 0.00089	Per Sample DNN Time 0.00370	Train Loss 6.3253	
   >> MPG: 0.034, MPC: 2.327, MPMHB: 2.109
---------------- step 65600 evaluation ----------------
masked acc train: 0.482383
nce loss train: 6.425177
masked acc eval: 0.476941
nce loss eval: 0.038403
# 83, step 64800-65600, lr: 6.250000e-05
# 83, step 64800-65600, training time: 181.381
---------------- evaluation finished ----------------
Epoch: [41][600/1625]	Per Sample Total Time 0.46802	Per Sample Data Time 0.46442	Per Sample DNN Time 0.00360	Train Loss 6.5896	
   >> MPG: 0.038, MPC: 2.208, MPMHB: 2.297
Epoch: [41][700/1625]	Per Sample Total Time 0.00845	Per Sample Data Time 0.00479	Per Sample DNN Time 0.00366	Train Loss 6.5972	
   >> MPG: 0.037, MPC: 2.339, MPMHB: 2.227
Epoch: [41][800/1625]	Per Sample Total Time 0.00616	Per Sample Data Time 0.00250	Per Sample DNN Time 0.00367	Train Loss 6.5191	
   >> MPG: 0.037, MPC: 2.313, MPMHB: 2.183
Epoch: [41][900/1625]	Per Sample Total Time 0.00542	Per Sample Data Time 0.00173	Per Sample DNN Time 0.00369	Train Loss 6.6610	
   >> MPG: 0.038, MPC: 2.203, MPMHB: 2.342
Epoch: [41][1000/1625]	Per Sample Total Time 0.00504	Per Sample Data Time 0.00135	Per Sample DNN Time 0.00370	Train Loss 6.3815	
   >> MPG: 0.036, MPC: 2.229, MPMHB: 2.190
Epoch: [41][1100/1625]	Per Sample Total Time 0.00481	Per Sample Data Time 0.00112	Per Sample DNN Time 0.00369	Train Loss 6.4417	
   >> MPG: 0.036, MPC: 2.208, MPMHB: 2.251
Epoch: [41][1200/1625]	Per Sample Total Time 0.00465	Per Sample Data Time 0.00096	Per Sample DNN Time 0.00369	Train Loss 6.5982	
   >> MPG: 0.037, MPC: 2.254, MPMHB: 2.320
Epoch: [41][1300/1625]	Per Sample Total Time 0.00455	Per Sample Data Time 0.00085	Per Sample DNN Time 0.00370	Train Loss 6.6260	
   >> MPG: 0.039, MPC: 2.082, MPMHB: 2.391
---------------- step 66400 evaluation ----------------
masked acc train: 0.492930
nce loss train: 6.353802
masked acc eval: 0.478126
nce loss eval: 0.038398
# 84, step 65600-66400, lr: 6.250000e-05
# 84, step 65600-66400, training time: 228.509
---------------- evaluation finished ----------------
Epoch: [41][1400/1625]	Per Sample Total Time 0.46634	Per Sample Data Time 0.46266	Per Sample DNN Time 0.00368	Train Loss 6.4149	
   >> MPG: 0.033, MPC: 2.445, MPMHB: 2.147
Epoch: [41][1500/1625]	Per Sample Total Time 0.00854	Per Sample Data Time 0.00478	Per Sample DNN Time 0.00376	Train Loss 6.4816	
   >> MPG: 0.035, MPC: 2.311, MPMHB: 2.244
Epoch: [41][1600/1625]	Per Sample Total Time 0.00629	Per Sample Data Time 0.00250	Per Sample DNN Time 0.00379	Train Loss 6.6032	
   >> MPG: 0.037, MPC: 2.298, MPMHB: 2.280
2026-01-28 20:41:52.078775
Epoch: [42][75/1625]	Per Sample Total Time 0.00590	Per Sample Data Time 0.00199	Per Sample DNN Time 0.00391	Train Loss 6.3193	
   >> MPG: 0.035, MPC: 2.212, MPMHB: 2.178
Epoch: [42][175/1625]	Per Sample Total Time 0.00556	Per Sample Data Time 0.00155	Per Sample DNN Time 0.00400	Train Loss 6.5265	
   >> MPG: 0.038, MPC: 2.171, MPMHB: 2.290
Epoch: [42][275/1625]	Per Sample Total Time 0.00535	Per Sample Data Time 0.00129	Per Sample DNN Time 0.00406	Train Loss 6.5243	
   >> MPG: 0.036, MPC: 2.222, MPMHB: 2.298
Epoch: [42][375/1625]	Per Sample Total Time 0.00521	Per Sample Data Time 0.00111	Per Sample DNN Time 0.00410	Train Loss 6.4522	
   >> MPG: 0.036, MPC: 2.302, MPMHB: 2.183
Epoch: [42][475/1625]	Per Sample Total Time 0.00511	Per Sample Data Time 0.00099	Per Sample DNN Time 0.00413	Train Loss 6.5482	
   >> MPG: 0.037, MPC: 2.227, MPMHB: 2.287
---------------- step 67200 evaluation ----------------
masked acc train: 0.480430
nce loss train: 6.528538
masked acc eval: 0.476647
nce loss eval: 0.038402
# 85, step 66400-67200, lr: 6.250000e-05
# 85, step 66400-67200, training time: 201.894
---------------- evaluation finished ----------------
Epoch: [42][575/1625]	Per Sample Total Time 0.47854	Per Sample Data Time 0.47504	Per Sample DNN Time 0.00351	Train Loss 6.3218	
   >> MPG: 0.034, MPC: 2.261, MPMHB: 2.171
Epoch: [42][675/1625]	Per Sample Total Time 0.00863	Per Sample Data Time 0.00489	Per Sample DNN Time 0.00374	Train Loss 6.5442	
   >> MPG: 0.037, MPC: 2.269, MPMHB: 2.262
Epoch: [42][775/1625]	Per Sample Total Time 0.00627	Per Sample Data Time 0.00255	Per Sample DNN Time 0.00372	Train Loss 6.5892	
   >> MPG: 0.037, MPC: 2.371, MPMHB: 2.200
Epoch: [42][875/1625]	Per Sample Total Time 0.00549	Per Sample Data Time 0.00177	Per Sample DNN Time 0.00371	Train Loss 6.4400	
   >> MPG: 0.035, MPC: 2.324, MPMHB: 2.173
Epoch: [42][975/1625]	Per Sample Total Time 0.00509	Per Sample Data Time 0.00138	Per Sample DNN Time 0.00371	Train Loss 6.5933	
   >> MPG: 0.038, MPC: 2.322, MPMHB: 2.197
Epoch: [42][1075/1625]	Per Sample Total Time 0.00485	Per Sample Data Time 0.00114	Per Sample DNN Time 0.00371	Train Loss 6.5082	
   >> MPG: 0.035, MPC: 2.431, MPMHB: 2.158
Epoch: [42][1175/1625]	Per Sample Total Time 0.00469	Per Sample Data Time 0.00098	Per Sample DNN Time 0.00370	Train Loss 6.4251	
   >> MPG: 0.036, MPC: 2.113, MPMHB: 2.322
Epoch: [42][1275/1625]	Per Sample Total Time 0.00457	Per Sample Data Time 0.00087	Per Sample DNN Time 0.00370	Train Loss 6.5863	
   >> MPG: 0.038, MPC: 2.204, MPMHB: 2.299
---------------- step 68000 evaluation ----------------
masked acc train: 0.492383
nce loss train: 6.686959
masked acc eval: 0.477064
nce loss eval: 0.038387
# 86, step 67200-68000, lr: 6.250000e-05
# 86, step 67200-68000, training time: 227.718
---------------- evaluation finished ----------------
Epoch: [42][1375/1625]	Per Sample Total Time 0.45522	Per Sample Data Time 0.45155	Per Sample DNN Time 0.00367	Train Loss 6.5508	
   >> MPG: 0.038, MPC: 2.186, MPMHB: 2.301
Epoch: [42][1475/1625]	Per Sample Total Time 0.00829	Per Sample Data Time 0.00465	Per Sample DNN Time 0.00364	Train Loss 6.5515	
   >> MPG: 0.037, MPC: 2.309, MPMHB: 2.222
Epoch: [42][1575/1625]	Per Sample Total Time 0.00608	Per Sample Data Time 0.00243	Per Sample DNN Time 0.00365	Train Loss 6.3325	
   >> MPG: 0.035, MPC: 2.174, MPMHB: 2.223
2026-01-28 20:50:02.638968
Epoch: [43][50/1625]	Per Sample Total Time 0.00543	Per Sample Data Time 0.00179	Per Sample DNN Time 0.00364	Train Loss 6.6070	
   >> MPG: 0.038, MPC: 2.267, MPMHB: 2.268
Epoch: [43][150/1625]	Per Sample Total Time 0.00505	Per Sample Data Time 0.00139	Per Sample DNN Time 0.00366	Train Loss 6.5985	
   >> MPG: 0.038, MPC: 2.235, MPMHB: 2.293
Epoch: [43][250/1625]	Per Sample Total Time 0.00482	Per Sample Data Time 0.00115	Per Sample DNN Time 0.00367	Train Loss 6.5356	
   >> MPG: 0.036, MPC: 2.333, MPMHB: 2.234
Epoch: [43][350/1625]	Per Sample Total Time 0.00466	Per Sample Data Time 0.00099	Per Sample DNN Time 0.00367	Train Loss 6.6317	
   >> MPG: 0.037, MPC: 2.458, MPMHB: 2.157
Epoch: [43][450/1625]	Per Sample Total Time 0.00456	Per Sample Data Time 0.00088	Per Sample DNN Time 0.00368	Train Loss 6.3979	
   >> MPG: 0.037, MPC: 2.176, MPMHB: 2.177
---------------- step 68800 evaluation ----------------
masked acc train: 0.464062
nce loss train: 6.428834
masked acc eval: 0.477261
nce loss eval: 0.038353
# 87, step 68000-68800, lr: 3.125000e-05
# 87, step 68000-68800, training time: 171.911
---------------- evaluation finished ----------------
Epoch: [43][550/1625]	Per Sample Total Time 0.51188	Per Sample Data Time 0.50806	Per Sample DNN Time 0.00382	Train Loss 6.5020	
   >> MPG: 0.035, MPC: 2.320, MPMHB: 2.244
Epoch: [43][650/1625]	Per Sample Total Time 0.00888	Per Sample Data Time 0.00521	Per Sample DNN Time 0.00367	Train Loss 6.5211	
   >> MPG: 0.036, MPC: 2.373, MPMHB: 2.172
Epoch: [43][750/1625]	Per Sample Total Time 0.00637	Per Sample Data Time 0.00271	Per Sample DNN Time 0.00366	Train Loss 6.5181	
   >> MPG: 0.036, MPC: 2.447, MPMHB: 2.118
Epoch: [43][850/1625]	Per Sample Total Time 0.00554	Per Sample Data Time 0.00188	Per Sample DNN Time 0.00367	Train Loss 6.6180	
   >> MPG: 0.038, MPC: 2.217, MPMHB: 2.292
Epoch: [43][950/1625]	Per Sample Total Time 0.00513	Per Sample Data Time 0.00146	Per Sample DNN Time 0.00368	Train Loss 6.4799	
   >> MPG: 0.036, MPC: 2.277, MPMHB: 2.223
Epoch: [43][1050/1625]	Per Sample Total Time 0.00488	Per Sample Data Time 0.00120	Per Sample DNN Time 0.00368	Train Loss 6.5655	
   >> MPG: 0.038, MPC: 2.166, MPMHB: 2.324
Epoch: [43][1150/1625]	Per Sample Total Time 0.00471	Per Sample Data Time 0.00103	Per Sample DNN Time 0.00367	Train Loss 6.5853	
   >> MPG: 0.038, MPC: 2.303, MPMHB: 2.189
Epoch: [43][1250/1625]	Per Sample Total Time 0.00459	Per Sample Data Time 0.00091	Per Sample DNN Time 0.00368	Train Loss 6.4980	
   >> MPG: 0.037, MPC: 2.162, MPMHB: 2.274
---------------- step 69600 evaluation ----------------
masked acc train: 0.459844
nce loss train: 6.348004
masked acc eval: 0.478946
nce loss eval: 0.038345
# 88, step 68800-69600, lr: 3.125000e-05
# 88, step 68800-69600, training time: 227.678
---------------- evaluation finished ----------------
Epoch: [43][1350/1625]	Per Sample Total Time 0.46997	Per Sample Data Time 0.46618	Per Sample DNN Time 0.00379	Train Loss 6.4496	
   >> MPG: 0.035, MPC: 2.323, MPMHB: 2.176
Epoch: [43][1450/1625]	Per Sample Total Time 0.00852	Per Sample Data Time 0.00481	Per Sample DNN Time 0.00371	Train Loss 6.4825	
   >> MPG: 0.038, MPC: 2.129, MPMHB: 2.281
Epoch: [43][1550/1625]	Per Sample Total Time 0.00623	Per Sample Data Time 0.00251	Per Sample DNN Time 0.00372	Train Loss 6.4217	
   >> MPG: 0.036, MPC: 2.207, MPMHB: 2.251
2026-01-28 20:57:50.699141
Epoch: [44][25/1625]	Per Sample Total Time 0.00557	Per Sample Data Time 0.00186	Per Sample DNN Time 0.00371	Train Loss 6.4927	
   >> MPG: 0.037, MPC: 2.204, MPMHB: 2.262
Epoch: [44][125/1625]	Per Sample Total Time 0.00515	Per Sample Data Time 0.00145	Per Sample DNN Time 0.00370	Train Loss 6.4389	
   >> MPG: 0.037, MPC: 2.203, MPMHB: 2.218
Epoch: [44][225/1625]	Per Sample Total Time 0.00489	Per Sample Data Time 0.00120	Per Sample DNN Time 0.00369	Train Loss 6.5035	
   >> MPG: 0.035, MPC: 2.233, MPMHB: 2.319
Epoch: [44][325/1625]	Per Sample Total Time 0.00472	Per Sample Data Time 0.00103	Per Sample DNN Time 0.00369	Train Loss 6.4854	
   >> MPG: 0.038, MPC: 2.111, MPMHB: 2.306
Epoch: [44][425/1625]	Per Sample Total Time 0.00460	Per Sample Data Time 0.00091	Per Sample DNN Time 0.00369	Train Loss 6.3076	
   >> MPG: 0.034, MPC: 2.260, MPMHB: 2.151
---------------- step 70400 evaluation ----------------
masked acc train: 0.492891
nce loss train: 6.356411
masked acc eval: 0.478173
nce loss eval: 0.038254
# 89, step 69600-70400, lr: 3.125000e-05
# 89, step 69600-70400, training time: 162.338
---------------- evaluation finished ----------------
Epoch: [44][525/1625]	Per Sample Total Time 0.46295	Per Sample Data Time 0.45946	Per Sample DNN Time 0.00348	Train Loss 6.3093	
   >> MPG: 0.034, MPC: 2.265, MPMHB: 2.173
Epoch: [44][625/1625]	Per Sample Total Time 0.00843	Per Sample Data Time 0.00474	Per Sample DNN Time 0.00369	Train Loss 6.4554	
   >> MPG: 0.036, MPC: 2.308, MPMHB: 2.192
Epoch: [44][725/1625]	Per Sample Total Time 0.00617	Per Sample Data Time 0.00248	Per Sample DNN Time 0.00369	Train Loss 6.3417	
   >> MPG: 0.035, MPC: 2.209, MPMHB: 2.212
Epoch: [44][825/1625]	Per Sample Total Time 0.00540	Per Sample Data Time 0.00172	Per Sample DNN Time 0.00368	Train Loss 6.5992	
   >> MPG: 0.037, MPC: 2.309, MPMHB: 2.236
Epoch: [44][925/1625]	Per Sample Total Time 0.00502	Per Sample Data Time 0.00134	Per Sample DNN Time 0.00368	Train Loss 6.3916	
   >> MPG: 0.034, MPC: 2.344, MPMHB: 2.179
Epoch: [44][1025/1625]	Per Sample Total Time 0.00480	Per Sample Data Time 0.00111	Per Sample DNN Time 0.00369	Train Loss 6.3563	
   >> MPG: 0.035, MPC: 2.258, MPMHB: 2.187
Epoch: [44][1125/1625]	Per Sample Total Time 0.00465	Per Sample Data Time 0.00096	Per Sample DNN Time 0.00369	Train Loss 6.4840	
   >> MPG: 0.034, MPC: 2.466, MPMHB: 2.134
Epoch: [44][1225/1625]	Per Sample Total Time 0.00454	Per Sample Data Time 0.00085	Per Sample DNN Time 0.00369	Train Loss 6.3531	
   >> MPG: 0.034, MPC: 2.371, MPMHB: 2.124
---------------- step 71200 evaluation ----------------
masked acc train: 0.495273
nce loss train: 6.492374
masked acc eval: 0.478575
nce loss eval: 0.038225
# 90, step 70400-71200, lr: 3.125000e-05
# 90, step 70400-71200, training time: 228.514
---------------- evaluation finished ----------------
Epoch: [44][1325/1625]	Per Sample Total Time 0.46904	Per Sample Data Time 0.46541	Per Sample DNN Time 0.00363	Train Loss 6.3517	
   >> MPG: 0.034, MPC: 2.255, MPMHB: 2.203
Epoch: [44][1425/1625]	Per Sample Total Time 0.00850	Per Sample Data Time 0.00480	Per Sample DNN Time 0.00370	Train Loss 6.4185	
   >> MPG: 0.035, MPC: 2.336, MPMHB: 2.166
Epoch: [44][1525/1625]	Per Sample Total Time 0.00622	Per Sample Data Time 0.00251	Per Sample DNN Time 0.00372	Train Loss 6.5987	
   >> MPG: 0.036, MPC: 2.470, MPMHB: 2.176
2026-01-28 21:05:36.295209
Epoch: [45][0/1625]	Per Sample Total Time 0.00554	Per Sample Data Time 0.00184	Per Sample DNN Time 0.00370	Train Loss 6.4295	
   >> MPG: 0.035, MPC: 2.326, MPMHB: 2.163
Epoch: [45][100/1625]	Per Sample Total Time 0.00512	Per Sample Data Time 0.00143	Per Sample DNN Time 0.00369	Train Loss 6.5071	
   >> MPG: 0.038, MPC: 2.113, MPMHB: 2.311
Epoch: [45][200/1625]	Per Sample Total Time 0.00487	Per Sample Data Time 0.00118	Per Sample DNN Time 0.00369	Train Loss 6.5538	
   >> MPG: 0.037, MPC: 2.302, MPMHB: 2.199
Epoch: [45][300/1625]	Per Sample Total Time 0.00470	Per Sample Data Time 0.00102	Per Sample DNN Time 0.00369	Train Loss 6.5152	
   >> MPG: 0.035, MPC: 2.446, MPMHB: 2.161
Epoch: [45][400/1625]	Per Sample Total Time 0.00458	Per Sample Data Time 0.00090	Per Sample DNN Time 0.00368	Train Loss 6.5011	
   >> MPG: 0.037, MPC: 2.306, MPMHB: 2.178
---------------- step 72000 evaluation ----------------
masked acc train: 0.493125
nce loss train: 6.418612
masked acc eval: 0.478826
nce loss eval: 0.038268
# 91, step 71200-72000, lr: 1.562500e-05
# 91, step 71200-72000, training time: 154.973
---------------- evaluation finished ----------------
Epoch: [45][500/1625]	Per Sample Total Time 0.46571	Per Sample Data Time 0.46207	Per Sample DNN Time 0.00364	Train Loss 6.5218	
   >> MPG: 0.038, MPC: 2.160, MPMHB: 2.287
Epoch: [45][600/1625]	Per Sample Total Time 0.00844	Per Sample Data Time 0.00476	Per Sample DNN Time 0.00368	Train Loss 6.4408	
   >> MPG: 0.036, MPC: 2.241, MPMHB: 2.236
Epoch: [45][700/1625]	Per Sample Total Time 0.00616	Per Sample Data Time 0.00249	Per Sample DNN Time 0.00367	Train Loss 6.3772	
   >> MPG: 0.034, MPC: 2.386, MPMHB: 2.106
Epoch: [45][800/1625]	Per Sample Total Time 0.00541	Per Sample Data Time 0.00173	Per Sample DNN Time 0.00368	Train Loss 6.3823	
   >> MPG: 0.037, MPC: 2.145, MPMHB: 2.210
Epoch: [45][900/1625]	Per Sample Total Time 0.00502	Per Sample Data Time 0.00135	Per Sample DNN Time 0.00368	Train Loss 6.3403	
   >> MPG: 0.035, MPC: 2.244, MPMHB: 2.152
Epoch: [45][1000/1625]	Per Sample Total Time 0.00479	Per Sample Data Time 0.00112	Per Sample DNN Time 0.00368	Train Loss 6.4783	
   >> MPG: 0.036, MPC: 2.258, MPMHB: 2.219
Epoch: [45][1100/1625]	Per Sample Total Time 0.00464	Per Sample Data Time 0.00096	Per Sample DNN Time 0.00368	Train Loss 6.5406	
   >> MPG: 0.036, MPC: 2.330, MPMHB: 2.234
Epoch: [45][1200/1625]	Per Sample Total Time 0.00453	Per Sample Data Time 0.00085	Per Sample DNN Time 0.00368	Train Loss 6.7387	
   >> MPG: 0.041, MPC: 2.088, MPMHB: 2.402
---------------- step 72800 evaluation ----------------
masked acc train: 0.471992
nce loss train: 6.530904
masked acc eval: 0.479098
nce loss eval: 0.038160
# 92, step 72000-72800, lr: 1.562500e-05
# 92, step 72000-72800, training time: 227.885
---------------- evaluation finished ----------------
Epoch: [45][1300/1625]	Per Sample Total Time 0.46633	Per Sample Data Time 0.46264	Per Sample DNN Time 0.00369	Train Loss 6.5191	
   >> MPG: 0.036, MPC: 2.377, MPMHB: 2.159
Epoch: [45][1400/1625]	Per Sample Total Time 0.00846	Per Sample Data Time 0.00477	Per Sample DNN Time 0.00370	Train Loss 6.3968	
   >> MPG: 0.034, MPC: 2.277, MPMHB: 2.237
Epoch: [45][1500/1625]	Per Sample Total Time 0.00619	Per Sample Data Time 0.00249	Per Sample DNN Time 0.00370	Train Loss 6.5095	
   >> MPG: 0.036, MPC: 2.274, MPMHB: 2.239
Epoch: [45][1600/1625]	Per Sample Total Time 0.00542	Per Sample Data Time 0.00173	Per Sample DNN Time 0.00370	Train Loss 6.5511	
   >> MPG: 0.038, MPC: 2.148, MPMHB: 2.290
2026-01-28 21:13:19.757079
Epoch: [46][75/1625]	Per Sample Total Time 0.00534	Per Sample Data Time 0.00153	Per Sample DNN Time 0.00381	Train Loss 6.5348	
   >> MPG: 0.038, MPC: 2.131, MPMHB: 2.335
Epoch: [46][175/1625]	Per Sample Total Time 0.00518	Per Sample Data Time 0.00127	Per Sample DNN Time 0.00391	Train Loss 6.4260	
   >> MPG: 0.035, MPC: 2.359, MPMHB: 2.152
Epoch: [46][275/1625]	Per Sample Total Time 0.00507	Per Sample Data Time 0.00110	Per Sample DNN Time 0.00397	Train Loss 6.6191	
   >> MPG: 0.038, MPC: 2.214, MPMHB: 2.316
Epoch: [46][375/1625]	Per Sample Total Time 0.00499	Per Sample Data Time 0.00097	Per Sample DNN Time 0.00402	Train Loss 6.6523	
   >> MPG: 0.038, MPC: 2.365, MPMHB: 2.219
---------------- step 73600 evaluation ----------------
masked acc train: 0.509141
nce loss train: 6.301275
masked acc eval: 0.479106
nce loss eval: 0.038172
# 93, step 72800-73600, lr: 1.562500e-05
# 93, step 72800-73600, training time: 172.289
---------------- evaluation finished ----------------
Epoch: [46][475/1625]	Per Sample Total Time 0.47102	Per Sample Data Time 0.46729	Per Sample DNN Time 0.00374	Train Loss 6.3859	
